"16_038. P!nk - Just Give Me A Reason ft. Nate Ruess_noise_-12.5dB_sample1.wav",128,0,1,6,0,1,1,4,0,0,3,0,1,0,33,1,8,45,4,2,0,108,3,1,1,2,0,2,2,2,0,1,1,4,92,0,0,0,1,2,0,12,0,0,0,0,3,1,0,13,1,0,0,0,1,1,0,1,0,1,2,0,4,0,0,1,2,6,1,45,3,0,0,107,0,1,0,0,0,0,0,0,3,0,0,0,13,0,1,0,2,6,1,0,2,0,14,19,2,2,0
"10_012. Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_noise_-12.5dB_sample1.wav",114,12,0,3,0,0,1,0,0,0,4,0,0,0,33,4,4,48,1,4,0,130,0,0,3,4,0,0,1,2,0,0,1,1,154,0,0,0,0,1,0,11,1,0,0,242,0,33,0,2,5,4,0,2,3,0,3,0,4,0,2,0,0,0,0,0,4,11,1,44,3,2,0,3,0,0,0,4,0,1,0,0,1,0,3,19,0,1,0,1,4,2,0,0,2,1,12,37,0,2,0
"59_014. Avicii - Hey Brother (Lyric)_noise_-12.5dB_sample1.wav",113,14,1,9,0,0,0,0,2,3,0,0,1,0,33,4,8,48,0,1,0,128,0,0,67,2,6,1,1,1,1,1,1,1,253,2,0,0,0,2,2,13,1,0,0,17,2,1,0,22,0,0,0,1,1,0,3,4,0,3,3,0,0,0,0,1,4,11,8,44,3,10,0,0,1,0,0,3,0,1,0,0,0,2,4,29,0,0,0,0,1,4,0,1,1,0,11,38,33,4,0
"50_006. Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack_noise_-12.5dB_sample2.wav",113,0,0,18,0,0,2,54,1,8,0,0,2,2,33,1,0,50,1,11,0,122,0,0,3,4,0,0,2,2,1,1,0,1,154,0,0,0,19,4,0,12,2,0,0,1,1,0,1,5,12,1,0,2,386,1,0,3,6,6,0,1,0,1,1,5,5,10,4,44,1,7,1,6,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,4,2,0,0,7,0,13,35,1,4,3
"24_047. Girls Talk Boys (from the Ghostbusters Original Motion Picture Soundtrack)_noise_-12.5dB_sample1.wav",111,2,7,45,8,33,0,6,0,0,1,0,2,9,33,7,2,44,3,4,0,110,5,6,5,17,1,13,0,2,5,1,32,33,78,12,1,0,13,1,2,10,1,0,6,3,2,0,0,5,4,0,0,91,26,0,0,1,0,6,1,0,0,0,1,17,6,5,4,44,4,8,0,11,29,6,0,0,0,0,0,7,0,6,13,1,22,18,0,1,1,175,0,0,0,0,11,24,0,2,2
"74_029. David Guetta - Hey Mama (Official Video) ft Nicki Minaj, Bebe Rexha & Afrojack_noise_-12.5dB_sample2.wav",112,1,0,51,2,0,0,9,1,0,0,0,0,0,34,13,0,48,4,2,0,92,0,0,9,4,15,0,1,2,17,5,13,1,126,22,3,0,4,1,1,11,0,1,11,2,0,0,0,9,2,2,0,0,1,0,0,0,0,0,0,0,2,0,13,7,7,8,3,44,5,55,0,2,1,18,0,7,2,0,3,0,0,6,0,1,0,4,1,0,0,5,85,0,5,0,11,22,1,2,22
"80_077. Emeli Sandé - Hurts_noise_-12.5dB_sample2.wav",113,3,7,327,87,341,0,4,0,1,0,0,3,99,33,10,1,46,4,1,0,90,57,17,2,58,8,109,7,3,9,0,127,341,108,11,18,2,15,2,0,11,0,2,424,0,6,66,2,7,32,4,3,160,241,1,0,4,0,14,1,0,2,45,5,122,8,9,56,44,4,80,0,28,75,13,0,15,0,10,0,28,0,10,28,0,139,81,1,0,2,12,1,1,5,0,12,26,1,2,2
"82_A Lady_noise_-12.5dB_sample1.wav",117,1,1,80,13,52,0,25,0,3,4,2,57,69,1259,5,4,48,12,5,9,126,6,2,16,21,18,10,21,3,0,14,57,64,119,5,5,0,2572,259,1,10,2,0,7,11,63,22,1,60,19,6,0,17,46,0,3,1,0,3,3,1,3,5,4,20,5,11,1,44,18,54,35,5,16,1,0,2,0,2,0,33,9,3,2,0,111,5,0,0,6,7,9,3,8,1,11,46,1,4,3
"57_Numb_noise_-12.5dB_sample2.wav",114,0,1,3,0,1,0,2,1,0,1,1,0,1,33,0,4,52,1,2,0,90,0,0,1,4,0,0,0,5,0,8,0,1,77,2,0,0,0,0,5,10,1,0,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,7,1,39,4,9,0,1,1,0,0,0,0,0,0,0,0,1,0,1,191,5,1,0,2,2,0,0,4,0,12,18,7,1,0
"25_035. Alan Walker - Sing Me To Sleep_noise_-12.5dB_sample1.wav",113,3,2,66,2,1,3,52,5,1,0,0,8,0,77,33,0,48,16,5,1,132,0,0,5,5,37,1,1,18,48,36,24,5,154,25,9,0,10,27,1,15,0,0,26,5,6,0,1,21,0,4,3,17,6,0,2,1,1,0,1,0,1,9,1,14,6,11,38,44,3,70,4,1,2,35,0,15,0,0,0,1,0,13,0,17,4,20,1,1,0,32,29,0,20,0,11,526,3,2,5
"100_059. Nilla Wafer Top Hat Time  Song - Rhett & Link_noise_-12.5dB_sample2.wav",119,5,0,11,3,1,1,6,0,0,0,0,1,4,33,0,4,48,2,3,0,110,0,0,4,2,0,2,0,2,1,2,3,2,154,2,0,0,0,3,1,15,0,2,0,0,3,0,0,10,1,1,1,2,2,1,0,1,0,0,0,0,0,0,1,2,6,11,2,44,3,0,1,2,2,0,0,0,1,0,0,0,3,1,2,0,4,1,189,0,1,2,0,0,2,0,12,22,2,1,1
"105_101. Yann Tiersen - Comptine d`un autre ete - l`apres-midi_noise_-12.5dB_sample1.wav",121,4,0,171,0,0,1,66,2,0,0,3,0,13,36,42,0,46,5,34,0,102,5,5,1,16,9,7,3,5,32,11,78,3,154,75,30,0,16,12,6,11,0,0,21,1,2,2,2,97,2,28,0,1,15,0,0,1,0,0,0,3,5,6,66,159,7,11,27,44,7,7766,5,8,4,77,0,5,1,0,17,28,7,21,0,11,22,6,9,4,0,15,60,0,0,0,12,53,13,1,454
"58_039. OMFG - Hello_noise_-12.5dB_sample1.wav",117,0,0,6,0,0,0,2,2,0,0,1,3,0,33,0,2,44,2,0,0,98,0,0,7,1,0,0,1,1,0,0,0,1,38,0,3,2,0,1,0,11,0,0,0,0,3,0,0,5,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,1,2,6,6,44,4,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,77,0,0,12,15,0,3,0
"30_Cannibal_noise_-12.5dB_sample1.wav",118,1,1,27,1,0,0,4,2,2,0,1,3,1,33,3,12,45,4,3,1,122,27,1,1,3,1,2,3,2,2,1,0,1,154,0,2,1,2,3,1,15,1,1,0,7,0,0,0,1,1,1,0,0,42,0,0,0,1,2,2,0,1,0,0,75,7,11,4,44,3,5,36,9,3,1,0,0,1,2,0,0,0,85,11,1,0,14,0,0,0,4,1,1,0,0,13,35,1,2,4
"88_033. Fifth Harmony - Worth It (Official Video) ft. Kid Ink_noise_-12.5dB_sample2.wav",119,0,1,3,0,0,0,0,0,1,389,0,3,0,33,2,0,46,3,2,0,104,0,0,1,3,1,2,0,2,0,3,1,1,154,0,3,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,11,0,44,2,0,8,0,9,1,0,1,0,4,0,0,35,0,3,0,0,0,0,2,0,0,0,3,0,2,11,28,2,9,0
"22_094. Harry Potter Puppet Pals - The Mysterious Ticking Noise (Video With Lyrics)_noise_-12.5dB_sample1.wav",118,1,1,11,1,0,0,0,0,0,2,0,1,0,33,7,8,48,4,5,0,90,0,8,0,2,8,0,0,3,2,1,28,3,154,55,9,0,0,1,7,13,0,1,3,0,0,1,1,14,1,0,3,4,1,0,1,0,0,0,0,11,0,0,46,34,6,11,0,54,2,10,0,1,0,14,0,2,0,0,0,390,0,21,0,0,12,1,2,0,8,1,1,3,5,0,11,28,2,6,5
"5_002. Avicii - Wake Me Up (Official Video)_noise_-12.5dB_sample1.wav",118,4,93,6,1,0,2,13,2,0,0,0,0,0,33,2,0,48,3,0,0,132,0,2,1,4,0,3,1,7,11,5,0,2,150,5,1,0,0,1,5,12,14,0,3,0,0,1,1,6,0,8,0,2,5,0,0,0,0,1,0,0,2,0,0,3,7,11,0,44,9,66,0,3,0,2,0,0,0,0,0,0,0,0,2,6,1,1,4,1,1,6,2,0,0,0,12,43,1,4,0
"73_Turn the Lights Off_noise_-12.5dB_sample1.wav",117,134,46,69,20,38,1,3,3,1,1,3,0,13,52,51,0,46,14,12,4,112,3,16,4,6,2,1,5,5663,62,662,79,31,65,188,11,0,73,1,339,11,11,2,3,1,21,7,1,103,0,1048,12,8,0,0,21,1,2,2,0,19,37,18,212,12,6,5,52,43,360,630,10,7,15,2,0,16,13,8,3,21,3,14,2,5,63,16,11,0,2,3,2,0,19,7,12,25,37,10,18
"1_028. Capital Cities - Safe And Sound_noise_-12.5dB_sample1.wav",112,3,0,7,0,0,0,3,1,0,4,0,0,2,33,3,1,48,10,0,0,88,0,1,23,1,2,2,0,4,0,0,6,4,144,2,67,0,2,1,2,15,1,0,0,0,0,4,0,1,1,2,0,0,2,0,0,4,3,3,0,1,0,0,65,8,6,11,0,44,5,0,1,2,0,4,0,2,0,45,0,2,0,6,8,1,0,1,0,5,1,4,0,11,4,0,13,22,2,3,3
"23_048. Pharrell Williams - Happy (Official Music Video)_noise_-12.5dB_sample2.wav",111,1,0,12,3,0,0,1,1,1,1,0,0,3,33,1,0,46,0,0,1,122,0,1,1,0,0,0,0,2,1,0,1,3,106,2,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,1,0,0,0,3,1,4,9,1,44,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,201,4,0,0,6,1,11,34,1,1,6
"70_You and Me_noise_-12.5dB_sample2.wav",112,2,19,41,3,20,0,3,1,1,0,3,0,1,33,2,0,48,2,2,2,100,0,0,5,10,0,0,0,5,2,1,2,6,97,0,5,0,0,0,1,11,0,0,0,0,0,5,0,6,0,0,0,2,3,0,2,0,0,1,0,0,3,0,2,12,6,8,0,44,3,35,9,1,325,0,0,2,1,0,0,0,1,3,0,11,0,2,1,0,4,1,0,0,3,32,11,29,1,1,0
"77_065. Nightcore - Ghostbusters_noise_-12.5dB_sample2.wav",111,0,0,5,0,0,1,3,2,0,1,0,0,0,32,0,0,48,6,1,6,124,3,0,0,2,0,1,1,2,1,0,1,2,94,0,0,0,0,2,0,11,0,0,0,0,1,0,1,0,2,2,0,2,1,0,0,0,0,0,0,0,2,0,0,0,2,9,7,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,0,13,33,1,3,2
"90_064. Eurythmics, Annie Lennox, Dave Stewart - Sweet Dreams (Are Made Of This) (Official Video)_noise_-12.5dB_sample1.wav",114,1,0,4,1,0,0,4,0,1,0,0,0,0,33,1,4,49,1,3,1,132,1,0,0,4,0,3,1,2,1,1,2,2,149,0,0,0,0,1,1,12,0,1,3,1,1,0,0,4,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,11,0,44,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,45,1,2,0,2,0,1,11,38,1,2,0
"104_024. twenty one pilots Stressed Out [OFFICIAL VIDEO]_noise_-12.5dB_sample2.wav",113,0,0,4,0,3,0,0,1,0,0,0,0,0,33,1,4,50,4,6,0,132,0,0,0,4,0,0,1,12,1,4,1,2,149,7,0,0,0,0,1,11,0,0,2,0,0,1,1,6,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,88,11,3,44,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,2,0,3,0,4,3,11,42,1,2,11
"6_043. Wintergatan - Marble Machine (music instrument using 2000 marbles)_noise_-12.5dB_sample1.wav",113,0,0,17,28,3,0,4,1,0,0,0,0,0,108,1,4,45,10,18,0,124,0,76,3,4,4,0,2,9,0,0,110,2,154,77,39,0,0,1,0,16,0,0,0,0,0,0,2,11,1,4,0,0,0,0,0,0,0,0,0,0,0,9,275,0,8,11,4,44,3,40,20,19,0,2,0,0,0,0,0,13,0,28,0,0,0,2,0,0,3,2,0,0,2,0,12,37,2,2,0
"102_018. Shawn Mendes - Stitches (Official Music Video)_noise_-12.5dB_sample2.wav",117,3,0,6,1,1,1,5,1,1,0,258,0,18,33,2,3,52,4,1,0,128,0,0,22,3,0,1,1,2,1,2,2,2,119,0,0,0,3,1,2,13,0,0,0,0,6,1,0,9,1,0,0,2,2,1,0,0,0,0,0,0,0,1,0,3,2,10,0,45,1,63,6,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,0,0,2,1,12,37,2,4,0
"20_Never Meant to Know_noise_-12.5dB_sample1.wav",123,0,0,6,0,0,1,4,1,2,0,0,0,0,33,0,0,49,4,2,0,130,0,1,0,4,0,1,1,2,0,0,0,1,134,0,2,1,4,1,2,15,0,0,1,0,0,0,0,2,1,1,0,148,0,0,0,0,0,0,2,0,0,5,0,2,5,10,2,44,3,2,0,0,3,0,1,1,0,0,1,0,0,2,1,0,0,1,1,2,1,2,0,0,1,0,12,40,1,2,0
"5_002. Avicii - Wake Me Up (Official Video)_noise_-12.5dB_sample2.wav",123,0,3,3,0,0,0,4,0,0,0,0,0,0,33,1,2,50,0,0,0,96,0,1,5,2,0,1,1,1,0,0,1,1,105,1,1,0,0,1,5,11,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,44,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,11,27,1,2,1
"11_062. Pipe Guy - HouseTranceTechno Live_noise_-12.5dB_sample2.wav",125,4,0,7,0,0,1,4,1,1,0,0,2,2,33,4,4,52,2,3,0,124,0,5,1,6,6,1,1,1,2,6,7,1,154,0,0,0,5,3,4,14,0,1,6,0,0,0,1,2,1,2,0,8,1,0,1,0,0,0,1,5,1,1,1,3,8,11,5,44,2,16,2,5,2,5,0,3,5,0,3,2,0,21,0,1,0,1,1,0,2,6,9,0,0,1,12,26,2,3,2
"98_021. Alan Walker - Faded_noise_-12.5dB_sample2.wav",119,55,0,50,6,1,3,35,1,5,0,4,0,2,33,3,2,48,1,2,0,132,0,4,3,28,0,0,34,4,56,0,7,4,149,0,0,0,44,0,0,12,14,6,31,8,92,75,4,7,67,707,9,21,12,10,6,0,15,0,7,0,0,1,0,0,4,11,13,44,7,31,1,1,1,1,23,3,0,6,0,5,3,11,18,5,9,14,0,0,4,4,0,22,3,2,11,42,0,2,0
"51_088. Steven Universe - We Are The Crystal Gems_noise_-12.5dB_sample2.wav",117,36,0,7,20,0,3,4,2,0,0,39,0,10,33,1,0,44,10,0,2,109,0,0,219,3,2,0,0,2,3,6,7,0,189,6,0,0,0,1,0,11,1,0,0,2,28,4,0,41,0,4,0,1,44,0,5,0,0,0,2,0,2,0,0,493,2,8,1,44,0,5,1699,0,64,5,2,3,0,0,0,1,9,0,0,0,0,0,0,0,1,2,0,0,0,2,11,37,3,3,40
"2_023. Rachel Platten - Fight Song (Official Video)_noise_-12.5dB_sample1.wav",117,5,0,84,1,3,0,28,1,0,0,0,2,2,33,377,6,44,14,4,0,104,5,7,7,8,49,3,1,10,57,4,12,7,106,28,5,0,11,1,1,11,0,2,35,0,0,1,2,29,1,1,3,0,4,0,0,2,0,0,0,0,0,2,22,21,17,11,10,42,40,26,2,9,4,28,0,21,0,0,0,1,0,19,0,0,10,5,3,0,0,34,16,3,0,0,13,26,4,0,3
"103_037. Calvin Harris, Rihanna - This Is What You Came For (Official Video) ft. Rihanna_noise_-12.5dB_sample1.wav",118,0,3,11,1,1,1,4,2,0,0,0,4,1,51,3,1,49,22,6,0,122,0,0,4,4,2,0,0,1,0,1,1,1,154,2,1,0,5,11,1,15,2,0,0,0,1,1,0,3,30,2,1,2,4,0,0,0,7,1,1,0,0,0,0,3,5,11,4,44,6,16,5,6,0,0,0,10,0,0,0,0,2,1,0,1,0,4,2,0,1,3,0,0,2,0,11,31,6,2,713
"7_092. Harry Potter Medley on Marimba_noise_-12.5dB_sample2.wav",124,37,1,3510,47,33,15,9,2,4,4,0,0,22,34,5,24,48,1,3,0,132,811,11,0,2,0,0,1,6,3,1,1,22,119,3,1,0,1,3,0,15,40,0,15,6,0,21,2,3,7,5,1,2,8,0,11,8,4,10,0,1,11,3,0,103,2,5,8,200,2,20,0,2,4,23,0,12,3,6,18,2,27,0,2,36,12,9,0,3,2,2,0,0,66,36,11,43,2,4,9
"11_062. Pipe Guy - HouseTranceTechno Live_noise_-12.5dB_sample1.wav",121,11,0,18,2,0,0,8,0,1,0,0,0,0,32,1,3,50,7,0,7,88,0,0,0,2,0,0,1,3,1,0,0,2,106,4,0,0,2,2,1,13,5,3,0,4,5,55,0,2,16,5,2,5,3,2,9,0,4,1,4,0,5,0,1,18,2,8,0,42,3,42,0,2,0,0,1,1,0,7,0,4,1,31,1,2,0,2,0,2,2,3,0,0,1,2,13,20,2,2,4
"95_053. Avicii - Hey Brother_noise_-12.5dB_sample2.wav",125,7,0,6,3,14,0,0,1,2,0,4,0,1,33,1,3,48,2,2,0,124,0,0,519,3,0,0,1,1,2,2,0,1,551,0,0,0,0,1,1,11,0,0,0,0,3,7,0,66,2,6,0,4,5,0,3,0,0,0,0,0,0,1,1,56,3,11,0,44,3,0,115,3,16,0,7,0,0,0,0,0,0,0,0,2,0,2,0,0,8,2,1,0,3,0,13,33,0,6,7
"60_057. Get Off The Phone Song_noise_-12.5dB_sample2.wav",129,1,0,3,0,0,0,4,1,0,0,0,1,0,33,0,4,52,0,1,0,100,0,1,4,2,0,3,0,1,0,0,1,1,149,0,0,0,0,4,1,15,0,36,2,0,2,2,1,7,1,2,4,11,0,1,0,0,0,2,0,0,0,2,0,4,8,11,4,44,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,1,0,11,22,0,1,0
"92_025. Fall Out Boy - Immortals (From Big Hero 6)_noise_-12.5dB_sample1.wav",117,2,2,6,3,1,0,2,1,1,0,1,2,1,31,1,3,52,9,1,0,104,0,2,4,7,1,66,2,2,2,2,10,2,43,1,4,0,0,1,2,10,0,0,2,0,1,1,1,6,1,1,0,2,1,0,1,1,0,0,1,1,0,0,0,1,6,5,4,44,2,5,14,1,0,3,0,0,2,0,0,0,1,2,2,0,4,1,0,0,4,3,0,0,1,1,12,18,2,3,0
"99_080. Melanie Martinez - Carousel (Official Music Video)_noise_-12.5dB_sample1.wav",111,1,0,4,2,0,1,0,1,0,2,1,0,2,32,0,0,48,2,0,0,84,0,0,2,4,0,9,0,3,1,0,0,5,33,0,0,0,2,0,1,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,1,2,274,1,35,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,16,0,0,1,2,0,0,0,0,12,14,1,2,1
"3_100. Owl City & Carly Rae Jepsen - Good Time (Official Video)_noise_-12.5dB_sample1.wav",112,10,0,11,2,0,4,0,1,1,3,0,1,1,33,0,4,54,2,1,0,108,0,0,2,6,0,0,1,2,0,1,1,2,103,1,1,0,4,0,1,10,240,2,0,12,2,162,1,7,79,4,1,10,3,0,3,1,3,2,13,0,0,0,0,18,10,7,0,44,4,0,0,0,0,0,0,11,0,1,0,1,1,0,6,2,0,7,1,0,2,2,0,0,5,3,12,20,1,2,0
"55_009. Taylor Swift - Shake It Off_noise_-12.5dB_sample2.wav",113,8,2,42,24,2,1,119,1,0,2,0,169,2,1415,3,0,46,9,7,6,86,0,0,34,18,15,0,26,1,0,0,1,1,144,0,1,0,285,1675,1,11,4,1,1,18,140,0,1,192,13,0,2,0,172,0,7,2,0,22,6,0,7,3,0,24,7,11,0,44,35,9,81,14,7,1,0,3,0,1,0,4,1,4,7,3,2,12,0,0,1,4,2,6,21,0,12,73,5,1,16
"16_038. P!nk - Just Give Me A Reason ft. Nate Ruess_noise_-12.5dB_sample2.wav",115,27,1,10,1,6,0,2,1,0,3,0,2,0,33,1,1,48,8,1,0,132,0,0,3,1,0,0,0,2,2,0,0,2,154,9,1,1,2,7,0,15,0,0,0,2,4,0,1,25,0,3,0,3,2,0,4,0,0,0,0,4,1,0,9,1,2,12,2,45,6,3,0,294,1,1,0,3,1,0,1,0,0,3,0,0,22,1,1,1,4,2,0,0,3,0,12,41,1,4,6
"51_088. Steven Universe - We Are The Crystal Gems_noise_-12.5dB_sample1.wav",112,0,36,10,3,49,0,715,2,0,2,0,13,2,99,11,2,48,4,31,0,118,0,0,4,329,2,0,6,2,2,0,95,45,96,0,2,0,18,50,0,11,0,9,0,0,12,0,31,24,1,1,0,0,72,0,21,0,60,2,0,0,0,32,0,3,6,9,4,42,3,30,67,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,1,0,0,0,3,0,11,25,141,1,0
"13_030. Maroon 5 - Animals_noise_-12.5dB_sample2.wav",113,0,0,5,0,0,0,0,0,0,0,0,0,0,33,1,0,48,2,2,0,118,0,0,0,6,0,1,2,2,0,0,0,1,136,0,0,0,0,0,3,11,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,10,7,46,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,11,31,0,3,0
"63_087. Anaconda - Nicki Minaj  The Fitness Marshall  Dance Workout_noise_-12.5dB_sample2.wav",116,10,1,7,1,0,0,3,7,0,0,0,0,0,33,0,0,47,3,6,0,106,0,0,0,5,0,0,1,2,0,1,15,3,111,1,0,0,1,6,0,10,2,0,2,0,10,0,0,5,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,3,4,10,0,44,3,0,0,2,4,1,0,4,185,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,2,0,11,24,11,2,0
"87_079. twenty one pilots Heathens (from Suicide Squad The Album) [OFFICIAL VIDEO]_noise_-12.5dB_sample2.wav",119,0,0,5,0,0,0,4,1,0,0,0,0,0,33,1,0,48,2,3,0,120,0,0,0,3,0,0,0,3,1,0,0,2,149,2,0,2,0,1,0,13,1,0,0,0,22,0,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,44,1,0,0,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,13,30,1,2,0
"45_005. OneRepublic - Counting Stars_noise_-12.5dB_sample1.wav",118,0,2,5,1,0,0,4,1,2,1,0,9,8,33,0,3,52,3,2,0,88,0,2,1,4,0,1,0,4,0,2,0,4,85,0,0,0,0,0,1,11,0,1,2,0,0,0,0,2,1,0,5,0,1,0,0,2,0,0,0,0,0,6,1,1,1,8,284,42,2,0,0,2,0,1,0,0,4,0,0,3,0,0,0,1,7,12,0,0,1,2,0,0,2,1,11,20,1,2,0
"39_051. Galantis - No Money (Official Video)_noise_-12.5dB_sample2.wav",119,0,0,6,0,0,0,4,0,0,1,0,0,0,33,0,4,44,7,0,0,120,0,0,7,2,1,0,2,1,0,0,1,1,154,1,0,0,3,1,2,12,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,129,1,0,4,11,0,44,3,0,0,3,6,0,0,0,0,0,0,0,0,12,0,0,4,9,1,0,1,4,0,0,0,0,12,28,1,2,0
"93_015. Lukas Graham - 7 Years [Official Music Video]_noise_-12.5dB_sample2.wav",118,2,0,110,0,0,0,0,0,0,0,0,0,2,33,0,0,46,5,1,0,130,0,0,0,2,0,0,0,2,0,1,2,4,135,1,1,0,0,1,0,11,0,0,0,1,0,1,0,0,191,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,10,1,44,3,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,3,1,5,0,0,2,0,11,42,2,1,5
"0_096. Nightcore - Mad World_noise_-12.5dB_sample2.wav",113,3,0,5,1,4,0,0,1,0,0,0,2,2,32,0,0,44,3,0,11937,90,550,0,3,6,0,0,3,3,0,0,0,4,89,0,0,0,1,0,2,9,0,0,0,0,200,0,0,2,2,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,2,7,0,41,2,0,2,12,0,2,12,0,0,0,40,24,4,16,0,0,0,2,0,0,1,2,0,0,0,0,11,18,1,0,0
